Notes	ManualCheck	MergeInto	RenameEntitySet	KeyParamGroup	EntitySet	ParamGroup	Cluster_EchoTime	Cluster_EffectiveEchoSpacing	Cluster_RepetitionTime	Cluster_TotalReadoutTime	Cluster_VoxelSizeDim1	Cluster_VoxelSizeDim2	Cluster_VoxelSizeDim3	Counts	Dim1Size	Dim2Size	Dim3Size	EchoTime	EffectiveEchoSpacing	EntitySetCount	FlipAngle	HasFieldmap	ImageOrientation	Modality	MultibandAccelerationFactor	NSliceTimes	NumVolumes	Obliquity	ParallelReductionFactorInPlane	PartialFourier	PhaseEncodingDirection	RepetitionTime	TotalReadoutTime	UsedAsFieldmap	VoxelSizeDim1	VoxelSizeDim2	VoxelSizeDim3
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes289__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes289	1								1	84	84	60	0.03	0.000580013	1	31	False	LAS+	func	6.0	60	289.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes340__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes340	1								1	84	84	60	0.03	0.000580013	1	31	False	LAS+	func	6.0	60	340.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes353__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes353	1								1	84	84	60	0.03	0.000589987	1	31	False	LAS+	func	6.0	60	353.0	True		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes375__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes375	1								1	84	84	60	0.03	0.000580013	1	31	False	LAS+	func	6.0	60	375.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes398Plumb__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes398Plumb	1								1	84	84	60	0.03	0.000589987	1	31	False	LAS+	func	6.0	60	398.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes425Plumb__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes425Plumb	1								1	84	84	60	0.03	0.000589987	1	31	False	LAS+	func	6.0	60	425.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes574__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes574	1								1	84	84	60	0.03	0.000580013	1	31	False	LAS+	func	6.0	60	574.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes589Plumb__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes589Plumb	1								1	84	84	60	0.03	0.000589987	1	31	False	LAS+	func	6.0	60	589.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes594__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes594	1								1	84	84	60	0.03	0.000580013	1	31	False	LAS+	func	6.0	60	594.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes601Plumb__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes601Plumb	1								1	84	84	60	0.03	0.000589987	1	31	False	LAS+	func	6.0	60	601.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes620Plumb__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes620Plumb	1								1	84	84	60	0.03	0.000589987	1	31	False	LAS+	func	6.0	60	620.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes626Plumb__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes626Plumb	1								1	84	84	60	0.03	0.000589987	1	31	False	LAS+	func	6.0	60	626.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes656Plumb__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes656Plumb	1								1	84	84	60	0.03	0.000589987	1	31	False	LAS+	func	6.0	60	656.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes657__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes657	1								1	84	84	60	0.03	0.000580013	1	31	False	LAS+	func	6.0	60	657.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes708__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes708	1								1	84	84	60	0.03	0.000589987	1	31	False	LAS+	func	6.0	60	708.0	True		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes738Plumb__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes738Plumb	1								1	84	84	60	0.03	0.000589987	1	31	False	LAS+	func	6.0	60	738.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes748__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes748	1								1	84	84	60	0.03	0.000580013	1	31	False	LAS+	func	6.0	60	748.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes749Plumb__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTNumVolumes749Plumb	1								1	84	84	60	0.03	0.000580013	1	31	False	LAS+	func	6.0	60	749.0	False		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTPhaseEncodingDirectioni__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTPhaseEncodingDirectioni	1								1	84	84	60	0.0304	0.000600008	1	31	False	LAS+	func	6.0	60	750.0	True		1.0	i	0.8	0.0498007	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTPhaseEncodingDirectionjPlumb__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTPhaseEncodingDirectionjPlumb	1								1	84	84	60	0.03	0.000589987	1	31	False	LAS+	func	6.0	60	750.0	False		1.0	j	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTPlumb__1	datatype-func_suffix-bold_task-movieDM_acquisition-VARIANTPlumb	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682	84	84	60	0.03	0.000589987	682	31	False	LAS+	func	6.0	60	750.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				datatype-func_suffix-bold_task-movieTP__1	datatype-func_suffix-bold_task-movieTP	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2475	84	84	60	0.03	0.000580013	2475	31	False	LAS+	func	6.0	60	250.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieTP_acquisition-VARIANTInferredSliceTiming__1	datatype-func_suffix-bold_task-movieTP_acquisition-VARIANTInferredSliceTiming	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57	90	90	66	0.03	0.000500005	57	52	False	LAS+	func	6.0	60	255.0	True		1.0	j-	0.8	0.0445004	False	2.400000095367432	2.400000095367432	2.3999998569488525
				datatype-func_suffix-bold_task-movieTP_acquisition-VARIANTInferredSliceTimingNumVolumes292__1	datatype-func_suffix-bold_task-movieTP_acquisition-VARIANTInferredSliceTimingNumVolumes292	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	90	90	66	0.03	0.000500005	2	52	False	LAS+	func	6.0	60	292.0	True		1.0	j-	0.8	0.0445004	False	2.400000095367432	2.400000095367432	2.3999998569488525
				datatype-func_suffix-bold_task-movieTP_acquisition-VARIANTNumVolumes227__1	datatype-func_suffix-bold_task-movieTP_acquisition-VARIANTNumVolumes227	1								1	84	84	60	0.03	0.000580013	1	31	False	LAS+	func	6.0	60	227.0	True		1.0	j-	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.400000095367432
				datatype-func_suffix-bold_task-movieTP_acquisition-VARIANTPhaseEncodingDirectioniImageOrientationPSL__1	datatype-func_suffix-bold_task-movieTP_acquisition-VARIANTPhaseEncodingDirectioniImageOrientationPSL	1								1	84	84	60	0.03	0.000580013	1	31	False	PSL+	func	6.0	60	250.0	True		1.0	i	0.8	0.0481411	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				datatype-func_suffix-bold_task-movieTP_acquisition-VARIANTPlumb__1	datatype-func_suffix-bold_task-movieTP_acquisition-VARIANTPlumb	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	701	84	84	60	0.03	0.000589987	701	31	False	LAS+	func	6.0	60	250.0	False		1.0	j-	0.8	0.0489689	False	2.4285714626312256	2.4285714626312256	2.3999998569488525
				datatype-func_suffix-bold_task-rest_acquisition-SiteSI__1	datatype-func_suffix-bold_task-rest_acquisition-SiteSI	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	311	78	78	54	0.04	0.000550001	311	55	False	LAS+	func	3.0	54	420.0	True		1.0	j-	1.45	0.04235	False	2.461538553237915	2.461538553237915	2.5
				datatype-func_suffix-bold_task-rest_acquisition-SiteSIVARIANTDim2Size76__1	datatype-func_suffix-bold_task-rest_acquisition-SiteSIVARIANTDim2Size76	1								1	78	76	54	0.04	0.00055001	1	55	False	LAS+	func	3.0	54	420.0	True		1.0	j-	1.45	0.0412508	False	2.461538553237915	2.461538553237915	2.5
				datatype-func_suffix-bold_task-rest_acquisition-SiteSIVARIANTPlumb__1	datatype-func_suffix-bold_task-rest_acquisition-SiteSIVARIANTPlumb	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25	78	78	54	0.04	0.000550001	25	55	False	LAS+	func	3.0	54	420.0	False		1.0	j-	1.45	0.04235	False	2.461538553237915	2.461538553237915	2.5
				datatype-anat_mt-off_suffix-MTR__1	datatype-anat_mt-off_suffix-MTR	1	0.0		0.0		0.0	0.0	0.0	1039	176	256	256	0.011		1039	15	False	LAS+	anat		0	1.0	False	2.0	0.75		0.03		False	0.9999313354492188	1.0	1.0
VARIANTEchoTimeC1RepetitionTimeC0Dim1Size90Dim2Size90NSliceTimes0				datatype-anat_mt-off_suffix-MTR_acquisition-VARIANTVar1__1	datatype-anat_mt-off_suffix-MTR_acquisition-VARIANTVar1	1	0.0		0.0		0.0	0.0	0.0	46	192	256	256	0.00492		46	25	False	LAS+	anat		0	1.0	False	4.0	1.0		0.029		False	1.0000001192092896	1.0	1.0
				datatype-anat_mt-on_suffix-MTR__1	datatype-anat_mt-on_suffix-MTR	1	0.0		0.0		0.0	0.0	0.0	1039	176	256	256	0.011		1039	15	False	LAS+	anat		0	1.0	False	2.0	0.75		0.03		False	0.9999313354492188	1.0	1.0
VARIANTEchoTimeC1RepetitionTimeC0Dim1Size90Dim2Size90NSliceTimes0				datatype-anat_mt-on_suffix-MTR_acquisition-VARIANTVar1__1	datatype-anat_mt-on_suffix-MTR_acquisition-VARIANTVar1	1	0.0		0.0		0.0	0.0	0.0	46	192	256	256	0.00492		46	25	False	LAS+	anat		0	1.0	False	4.0	1.0		0.029		False	1.0000001192092896	1.0	1.0
				datatype-anat_reconstruction-Norm_suffix-T1w_acquisition-VNav__1	datatype-anat_reconstruction-Norm_suffix-T1w_acquisition-VNav	1	0.0		0.0		0.0	0.0	0.0	1617	176	256	256	0.00288		1617	8	False	LAS+	anat		0	1.0	False	2.0	1.0		2.5		False	1.0	1.0	1.0
				datatype-anat_reconstruction-Norm_suffix-T1w_acquisition-VNavVARIANTImageOrientationRAS__1	datatype-anat_reconstruction-Norm_suffix-T1w_acquisition-VNavVARIANTImageOrientationRAS	1	0.0		0.0		0.0	0.0	0.0	16	176	256	256	0.0029		16	8	False	RAS+	anat		0	1.0	False	2.0	1.0		2.5		False	1.0	1.0	1.0
				datatype-anat_reconstruction-Norm_suffix-T1w_acquisition-VNavVARIANTObliqueImageOrientationRAS__1	datatype-anat_reconstruction-Norm_suffix-T1w_acquisition-VNavVARIANTObliqueImageOrientationRAS	1								1	176	256	256	0.0029		1	8	False	RAS+	anat		0	1.0	True	2.0	1.0		2.5		False	0.9999984502792358	1.0	1.0
				datatype-anat_reconstruction-Norm_suffix-T2w_acquisition-VNav__1	datatype-anat_reconstruction-Norm_suffix-T2w_acquisition-VNav	1	0.0		0.0		0.0	0.0	0.0	1990	176	256	256	0.565		1990	120	False	LAS+	anat		0	1.0	False	2.0	1.0		3.2		False	1.0	1.0	1.0
				datatype-anat_reconstruction-Norm_suffix-T2w_acquisition-VNavVARIANTDim1Size256Dim3Size176__1	datatype-anat_reconstruction-Norm_suffix-T2w_acquisition-VNavVARIANTDim1Size256Dim3Size176	1								1	256	256	176	0.565		1	120	False	LAS+	anat		0	1.0	False	2.0	1.0		3.2		False	1.0	1.0	1.0
				datatype-anat_reconstruction-Norm_suffix-T2w_acquisition-VNavVARIANTImageOrientationRAS__1	datatype-anat_reconstruction-Norm_suffix-T2w_acquisition-VNavVARIANTImageOrientationRAS	1	0.0		0.0		0.0	0.0	0.0	13	176	256	256	0.565		13	120	False	RAS+	anat		0	1.0	False	2.0	1.0		3.2		False	1.0	1.0	1.0
				datatype-anat_reconstruction-Norm_suffix-T2w_acquisition-VNavVARIANTObliqueImageOrientationRAS__1	datatype-anat_reconstruction-Norm_suffix-T2w_acquisition-VNavVARIANTObliqueImageOrientationRAS	1								1	176	256	256	0.565		1	120	False	RAS+	anat		0	1.0	True	2.0	1.0		3.2		False	0.9999984502792358	1.0	1.0
				datatype-anat_suffix-FLAIR__1	datatype-anat_suffix-FLAIR	1	0.0		0.0		0.0	0.0	0.0	309	448	512	24	0.089		309	150	False	LAS+	anat		0	1.0	False	2.0	1.0	i	9.0		False	0.44921875	0.44921875	6.5
				datatype-anat_suffix-FLAIR_acquisition-VARIANTDim3Size22__1	datatype-anat_suffix-FLAIR_acquisition-VARIANTDim3Size22	1	0.0		0.0		0.0	0.0	0.0	6	448	512	22	0.089		6	150	False	LAS+	anat		0	1.0	False	2.0	1.0	i	9.0		False	0.44921875	0.44921875	6.499469757080078
VARIANTEchoTimeC0EffectiveEchoSpacingC1ParallelReductionFactorInPlanenanPartialFourier0p75RepetitionTimeC0TotalReadoutTimeC1Dim1Size96Dim2Size96VoxelSizeDim1C1VoxelSizeDim2C1VoxelSizeDim3C4				datatype-anat_suffix-FLAIR_acquisition-VARIANTVar1a__1	datatype-anat_suffix-FLAIR_acquisition-VARIANTVar1a	1	0.0		0.0		0.0	0.0	0.0	96	224	256	22	0.09		96	150	False	LAS+	anat		0	1.0	False	2.0	1.0	i	9.0		False	0.8593750596046448	0.859375	6.499996662139893
VARIANTEchoTimeC0EffectiveEchoSpacingC1ParallelReductionFactorInPlanenanPartialFourier0p75RepetitionTimeC0TotalReadoutTimeC1Dim1Size96Dim2Size96ObliquityTrueVoxelSizeDim1C1VoxelSizeDim2C1VoxelSizeDim3C4				datatype-anat_suffix-FLAIR_acquisition-VARIANTVar1b__1	datatype-anat_suffix-FLAIR_acquisition-VARIANTVar1b	1								1	224	256	22	0.09		1	150	False	LAS+	anat		0	1.0	False	2.0	1.0	i	9.0		False	0.859375	0.859375	6.500144958496094
VARIANTEchoTimeC2EffectiveEchoSpacingC1ParallelReductionFactorInPlanenanPartialFourier0p75RepetitionTimeC1TotalReadoutTimeC2Dim1Size140Dim2Size140Dim3Size81NumVolumes2VoxelSizeDim1C2VoxelSizeDim2C2VoxelSizeDim3C1				datatype-anat_suffix-FLAIR_acquisition-VARIANTVar2a__1	datatype-anat_suffix-FLAIR_acquisition-VARIANTVar2a	1	0.0		0.0		0.0	0.0	0.0	272	224	256	22	0.09		272	150	False	LAS+	anat		0	1.0	False		1.0	i	9.0		False	0.859375	0.859375	6.499557495117188
VARIANTEchoTimeC2EffectiveEchoSpacingC1ParallelReductionFactorInPlanenanPartialFourier0p75RepetitionTimeC1TotalReadoutTimeC2Dim1Size140Dim2Size140Dim3Size81NumVolumes2ObliquityTrueVoxelSizeDim1C2VoxelSizeDim2C2VoxelSizeDim3C1				datatype-anat_suffix-FLAIR_acquisition-VARIANTVar2b__1	datatype-anat_suffix-FLAIR_acquisition-VARIANTVar2b	1	0.0		0.0		0.0	0.0	0.0	16	224	256	22	0.09		16	150	False	LAS+	anat		0	1.0	False		1.0	i	9.0		False	0.859375	0.859375	6.5003814697265625
VARIANTParallelReductionFactorInPlanenanDim1Size224Dim2Size256Dim3Size22VoxelSizeDim1C2VoxelSizeDim2C2				datatype-anat_suffix-FLAIR_acquisition-VARIANTVar2c__1	datatype-anat_suffix-FLAIR_acquisition-VARIANTVar2c	1								1	224	256	22	0.09		1	150	False	LAS+	anat		0	1.0	False		1.0	i	9.0		False	0.84765625	0.8476561903953552	6.500001907348633
VARIANTEffectiveEchoSpacingC2RepetitionTimeC3TotalReadoutTimeC3ObliquityTrue				datatype-anat_suffix-FLAIR_acquisition-VARIANTVar3__1	datatype-anat_suffix-FLAIR_acquisition-VARIANTVar3	1	0.0		0.0		0.0	0.0	0.0	7	256	224	22	0.09		7	150	False	LAS+	anat		0	1.0	False	2.0	1.0	j-	9.0		False	0.859375	0.8593749403953552	6.500005722045898
				datatype-anat_suffix-FLAIR_acquisition-VARIANTVoxelSizeDim3C1__1	datatype-anat_suffix-FLAIR_acquisition-VARIANTVoxelSizeDim3C1	1	0.0		0.0		0.0	0.0	0.0	15	448	512	24	0.089		15	150	False	LAS+	anat		0	1.0	False	2.0	1.0	i	9.0		False	0.44921875	0.44921875	6.500129699707031
				datatype-anat_suffix-T1w__1	datatype-anat_suffix-T1w	1	0.0		0.0		0.0	0.0	0.0	343	176	256	256	0.00164		343	7	False	LAS+	anat		0	1.0	False	2.0	1.0		2.73		False	0.9999083876609802	0.9999999403953552	0.9999999403953552
				datatype-anat_suffix-T1w_acquisition-HCP__1	datatype-anat_suffix-T1w_acquisition-HCP	1	0.0		0.0		0.0	0.0	0.0	1832	224	320	320	0.00315		1832	8	False	LAS+	anat		0	1.0	False	2.0	1.0		2.5		False	0.7999983429908752	0.800000011920929	0.800000011920929
				datatype-anat_suffix-T1w_acquisition-HCPVARIANTDim1Size204__1	datatype-anat_suffix-T1w_acquisition-HCPVARIANTDim1Size204	1								1	204	320	320	0.00315		1	8	False	LAS+	anat		0	1.0	False	2.0	1.0		2.5		False	0.8000022768974304	0.800000011920929	0.800000011920929
				datatype-anat_suffix-T1w_acquisition-HCPVARIANTDim1Size223__1	datatype-anat_suffix-T1w_acquisition-HCPVARIANTDim1Size223	1								1	223	320	320	0.00315		1	8	False	LAS+	anat		0	1.0	False	2.0	1.0		2.5		False	0.8000030517578125	0.800000011920929	0.800000011920929
				datatype-anat_suffix-T1w_acquisition-HCPVARIANTDim1Size320Dim3Size224__1	datatype-anat_suffix-T1w_acquisition-HCPVARIANTDim1Size320Dim3Size224	1								1	320	320	224	0.00315		1	8	False	LAS+	anat		0	1.0	False	2.0	1.0		2.5		False	0.7999999523162842	0.7999999523162842	0.7999572157859802
				datatype-anat_suffix-T1w_acquisition-HCPVARIANTVoxelSizeDim2C1VoxelSizeDim3C1__1	datatype-anat_suffix-T1w_acquisition-HCPVARIANTVoxelSizeDim2C1VoxelSizeDim3C1	1								1	224	320	320	0.00318		1	8	False	LAS+	anat		0	1.0	False	2.0	1.0		2.5		False	0.7999420166015625	0.768750011920929	0.768750011920929
				datatype-anat_suffix-T2w_acquisition-HCP__1	datatype-anat_suffix-T2w_acquisition-HCP	1	0.0		0.0		0.0	0.0	0.0	747	224	320	320	0.565		747	120	False	LAS+	anat		0	1.0	False	2.0	1.0		3.2		False	0.7999983429908752	0.800000011920929	0.800000011920929
				datatype-anat_suffix-T2w_acquisition-HCPVARIANTDim1Size202__1	datatype-anat_suffix-T2w_acquisition-HCPVARIANTDim1Size202	1								1	202	320	320	0.564		1	120	False	LAS+	anat		0	1.0	False	2.0	1.0		3.2		False	0.7999987006187439	0.800000011920929	0.800000011920929
				datatype-anat_suffix-T2w_acquisition-HCPVARIANTDim1Size256VoxelSizeDim1C1__1	datatype-anat_suffix-T2w_acquisition-HCPVARIANTDim1Size256VoxelSizeDim1C1	1								1	256	320	320	0.564		1	120	False	LAS+	anat		0	1.0	False	2.0	1.0		3.2		False	0.6999969482421875	0.800000011920929	0.800000011920929
				datatype-anat_suffix-T2w_acquisition-HCPVARIANTDim1Size256VoxelSizeDim1C1VoxelSizeDim2C1VoxelSizeDim3C1__1	datatype-anat_suffix-T2w_acquisition-HCPVARIANTDim1Size256VoxelSizeDim1C1VoxelSizeDim2C1VoxelSizeDim3C1	1	0.0		0.0		0.0	0.0	0.0	46	256	320	320	0.564		46	120	False	LAS+	anat		0	1.0	False	2.0	1.0		3.2		False	0.7000002861022949	0.699999988079071	0.699999988079071
				datatype-anat_suffix-T2w_acquisition-HCPVARIANTDim1Size256VoxelSizeDim1C1VoxelSizeDim2C2VoxelSizeDim3C2__1	datatype-anat_suffix-T2w_acquisition-HCPVARIANTDim1Size256VoxelSizeDim1C1VoxelSizeDim2C2VoxelSizeDim3C2	1								1	256	320	320	0.564		1	120	False	LAS+	anat		0	1.0	False	2.0	1.0		3.2		False	0.7000045776367188	0.75	0.75
				datatype-anat_suffix-T2w_acquisition-HCPVARIANTDim1Size320Dim3Size224__1	datatype-anat_suffix-T2w_acquisition-HCPVARIANTDim1Size320Dim3Size224	1	0.0		0.0		0.0	0.0	0.0	2	320	320	224	0.567		2	120	False	LAS+	anat		0	1.0	False	2.0	1.0		3.2		False	0.800000011920929	0.800000011920929	0.7999979853630066
				datatype-dwi_suffix-dwi_acquisition-64dir__1	datatype-dwi_suffix-dwi_acquisition-64dir	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1836	104	104	72	0.1002	0.000389997	1836	90	False	LAS+	dwi	3.0	72	129.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.8000000715255735
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTDim3Size60NSliceTimes60VoxelSizeDim3C3__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTDim3Size60NSliceTimes60VoxelSizeDim3C3	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4	104	104	60	0.1002	0.000389997	4	90	False	LAS+	dwi	3.0	60	129.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	2.3999998569488525
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTInferredbvec__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTInferredbvec	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5	104	104	72	0.1002	0.000389997	5	90	False	LAS+	dwi	3.0	72	129.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.8000000715255735
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTInferredbvecVar1__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTInferredbvecVar1	1								1	140	140	81	0.089	0.000669999	1	90	False	LAS+	dwi	3.0	0	129.0	False	2.0	0.75	j-	4.1	0.0931298	False	1.7142857313156128	1.7142857313156128	1.700000286102295
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes102__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes102	1								1	104	104	72	0.1002	0.000389997	1	90	False	LAS+	dwi	3.0	72	102.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.7999999523162842
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes116__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes116	1								1	104	104	72	0.1002	0.000389997	1	90	False	LAS+	dwi	3.0	72	116.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.7999999523162842
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes120__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes120	1								1	104	104	72	0.1002	0.000389997	1	90	False	LAS+	dwi	3.0	72	120.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.8000000715255735
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes122Oblique__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes122Oblique	1								1	104	104	72	0.1002	0.000389997	1	90	False	LAS+	dwi	3.0	72	122.0	True	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.7999999523162842
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes65__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes65	1								1	104	104	72	0.1002	0.000389997	1	90	False	LAS+	dwi	3.0	72	65.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.8000000715255735
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes71__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes71	1								1	104	104	72	0.1002	0.000389997	1	90	False	LAS+	dwi	3.0	72	71.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.8000000715255735
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes83__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes83	1								1	104	104	72	0.1002	0.000389997	1	90	False	LAS+	dwi	3.0	72	83.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.7999999523162842
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes85__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes85	1								1	104	104	72	0.1002	0.000389997	1	90	False	LAS+	dwi	3.0	72	85.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.8000000715255735
				datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes89__1	datatype-dwi_suffix-dwi_acquisition-64dirVARIANTNumVolumes89	1								1	104	104	72	0.1002	0.000389997	1	90	False	LAS+	dwi	3.0	72	89.0	False	2.0	1.0	j-	3.32	0.0401697	False	1.798076868057251	1.798076868057251	1.7999999523162842
